"AUTO.ID" "NCTRlogRBA" "AI" "nvx" "nedges" "nrings" "ncircuits" "nclass" "nelem" "ntpaths" "molweight" "nX0" "nX1" "nX2" "nXp3" "nXp4" "nXp5" "nXp6" "nXp7" "nXp8" "nXp9" "nXp10" "X0" "X1" "X2" "Xp3" "Xp4" "Xp5" "Xp6" "Xp7" "Xp8" "Xp9" "Xp10" "Xv0" "Xv1" "Xv2" "Xvp3" "Xvp4" "Xvp5" "Xvp6" "Xvp7" "Xvp8" "Xvp9" "Xvp10" "nXc3" "nXc4" "nXpc4" "nXch5" "nXch6" "Xc3" "Xc4" "Xpc4" "Xch5" "Xch6" "Xvc3" "Xvc4" "Xvpc4" "Xvch5" "Xvch6" "dX0" "dX1" "dX2" "dXp3" "dXp4" "dXp5" "dXp6" "dXp7" "dXp8" "dXp9" "dXp10" "dXv0" "dXv1" "dXv2" "dXvp3" "dXvp4" "dXvp5" "dXvp6" "dXvp7" "dXvp8" "dXvp9" "dXvp10" "k0" "k1" "K2" "k3" "ka1" "ka2" "ka3" "phia" "knotp" "knotpv" "graphcomplexity" "sumdelI" "sumI" "tets1" "tets2" "tets3" "htets1" "htets2" "htets3" "diam" "muldiam" "rad" "mulrad" "ishape" "W" "Wp" "Pf" "WT" "Tg" "Tg3" "Tm" "Tm3" "IDC" "IDCbar" "IDW" "IDWbar" "totop" "Si" "informationcontent" "redundancy" "Qs" "Qsv" "Qv" "nHBd" "nwHBd" "nHBa" "nwHBa" "SHBd" "SwHBd" "SHBa" "SwHBa" "Hmax" "Gmax" "Hmin" "Gmin" "Hmaxpos" "nHBint2" "nHBint3" "nHBint4" "nHBint6" "nHBint8" "SHBint2" "SHBint3" "SHBint4" "SHBint6" "SHBint8" "nd1" "nd2" "nd3" "nd4" "etyp12" "etyp13" "etyp14" "etyp22" "etyp23" "etyp24" "etyp33" "etyp34" "etyp44" "n2Pag11" "n2Pag12" "n2Pag13" "n2Pag22" "n2Pag23" "n2Pag33" "n2Pag34" "n2Pag44" "n3Pad11" "n3Pad12" "n3Pad13" "n3Pad22" "n3Pad23" "n3Pad33" "n3Pad34" "n3Pad44" "n4Pae11" "n4Pae12" "n4Pae13" "n4Pae22" "n4Pae23" "n4Pae24" "n4Pae33" "n4Pae34" "n4Pae44" "nH" "nC" "nN" "nO" "nS" "nCl" "nHsOH" "nHsNH2" "nHssNH" "nHdsCH" "nHaaCH" "nHCHnX" "nHCsats" "nHCsatu" "nsCH3" "nssCH2" "ndsCH" "naaCH" "nsssCH" "ndssC" "naasC" "naaaC" "nssssC" "nsNH2" "nssNH" "naaN" "nsssN" "nsOH" "ndO" "nssO" "naaO" "nsCl" "SHsOH" "SHsNH2" "SHssNH" "SHdsCH" "SHaaCH" "SHCHnX" "SHCsats" "SHCsatu" "SHother" "SsCH3" "SssCH2" "SdsCH" "SaaCH" "SsssCH" "SdssC" "SaasC" "SaaaC" "SssssC" "SsNH2" "SssNH" "SaaN" "SsssN" "SsOH" "SdO" "SssO" "SaaO" "SsCl" "nketone" "namide" "nester" "ncarboxylicacid" "Sketone" "Samide" "Sester" "Scarboxylicacid" "Hcarboxylicacid"
702 -10000 0 7 6 0 0 7 3 21 102.176 7 6 5 4 3 2 1 0 0 0 0 5.535534 3.414214 2.06066 1.207107 .676777 .353553 .176777 0 0 0 0 4.982748 3.023335 1.784267 1.011667 .53858 .255834 .079057 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0 0 0 0 0 -0 -0 0 0 0 0 -.941345 -.588345 -.361373 -.216886 -.126037 -.0698 -.04915 0 0 0 0 5.915687 7 6 6 6.96 5.96 5.96 5.925943 0 0 3 2.538577 15.499999 8.305346 3.095186 1.284787 3.564681 1.339889 .559603 6 2 3 1 1 56 4 10 56 2 0 1 0 50.364361 2.398303 233.463272 4.168987 .845098 21.203149 5.915687 -0 2.345474 1.077003 1.603538 1 0 1 0 2.302359 0 8.292883 0 2.302359 8.292883 .322768 .361111 2.302359 0 0 0 0 0 0 0 0 0 0 2 5 0 0 2 0 0 4 0 0 0 0 0 0 1 0 3 0 0 0 0 0 1 0 2 0 0 0 0 0 1 0 1 0 0 0 0 0 14 6 0 1 0 0 1 0 0 0 0 0 6 0 1 5 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 2.3024 0 0 0 0 0 2.61 0 0 2.1641 5.0431 0 0 0 0 0 0 0 0 0 0 0 8.2929 0 0 0 0 0 0 0 0 0 0 0 0 0
703 -10000 0 16 15 0 0 15 3 120 222.37 16 15 19 16 13 12 14 9 7 6 7 12.604447 7.371009 6.839918 3.985981 2.124753 1.216535 1.128325 .456949 .237935 .12358 .127528 11.214797 6.021484 4.970598 2.674288 1.403428 .717503 .613773 .223944 .108993 .050428 .046431 6 1 9 0 0 1.90403 .25 2.15403 0 0 1.075424 .091287 1.113664 0 0 .704952 -.543204 1.597277 .528874 -.143015 -.262019 .171218 -.157328 -.15223 -.121058 -.023361 -1.401688 -2.360013 -.574388 -.976757 -.987437 -.838168 -.390845 -.418966 -.297909 -.203564 -.109317 18.66386 16 8.144044 9.953125 15.18 7.452797 9.181943 7.070842 -.538675 -.461295 7.5 6.703819 33.58334 40.371201 12.435602 4.628197 26.998432 8.017919 2.907936 11 3 6 2 0 562 16 38 562 6 2 4 1 395.742554 3.297855 3734.334961 6.644724 1.166491 61.701127 18.66386 .03125 5.996119 1.224793 1.830846 1 0 1 6 2.440219 0 9.728125 12.488894 2.440219 9.728125 .456996 -.725506 2.440219 0 0 0 0 0 0 0 0 0 0 6 7 2 1 1 3 2 4 3 2 0 0 0 2 1 0 4 0 0 0 0 2 2 0 3 0 0 0 0 0 1 0 4 0 0 1 0 0 26 15 0 1 0 0 1 0 0 3 0 0 2 6 4 4 3 0 0 2 0 0 1 0 0 0 0 1 0 0 0 0 2.4402 0 0 3.2107 0 0 1.2058 3.2299 4.1948 8.2028 3.889 6.0907 0 0 2.7775 0 0 -.7255 0 0 0 0 9.7281 0 0 0 0 0 0 0 0 0 0 0 0 0
704 -1.25 1 22 23 2 2 9 3 526 296.408 22 23 30 40 48 57 56 60 56 44 32 15.949381 10.727407 8.522315 7.641273 6.020601 4.583037 2.876858 2.070737 1.280206 .627181 .259628 13.84951 7.738799 5.121217 3.948343 2.767893 1.762779 .878332 .544669 .295268 .1137 .034288 6 0 24 0 2 1.013747 0 2.891806 0 .166667 .479526 0 1.281141 0 .055556 -.192755 -.186806 1.158354 2.684166 2.692173 2.354483 1.389421 1.08146 .624876 .195043 -.023842 -3.734535 -4.140463 -2.886578 -1.436756 -.843891 -.652504 -.731503 -.524339 -.411621 -.351488 -.270142 20.502401 18.340265 9.333333 4.75 16.470163 7.92461 3.859254 5.93271 -1.0271 -.677657 23.90909 6.14832 44 140.74411 31.578045 9.616802 86.202042 19.205893 5.798141 13 2 7 2 0 1099 40 60 3544 4 0 4 0 767.854065 3.324044 8377.016602 7.622399 .931927 130.998229 20.502401 .305787 8.5 1.053719 1.510331 0 0 2 14 0 0 10.499146 23.693937 1.333519 5.249573 .546422 .890462 1.333519 0 0 0 0 0 0 0 0 0 0 4 12 6 0 4 0 0 4 12 0 3 0 0 0 0 0 8 4 2 0 0 0 0 0 17 0 5 0 0 0 0 0 12 4 0 4 0 0 24 20 0 2 0 0 0 0 0 0 8 0 4 2 4 2 0 8 0 2 4 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 10.6637 0 2.5214 1.4698 10.6637 7.8039 2.003 0 16.6236 0 2.7691 4.3012 0 0 0 0 0 0 0 0 10.4991 0 0 0 0 0 0 0 0 0 0 0
705 -.29 1 20 23 4 10 20 3 1667 270.371 20 23 36 51 74 99 113 139 168 188 173 13.905412 9.566298 9.591414 8.205949 7.50781 6.373811 4.550721 3.524533 2.705791 2.036189 1.206164 12.062203 7.902293 7.410914 6.276905 5.348149 4.236282 2.881445 2.093983 1.460096 .943466 .49959 11 1 41 1 3 2.072702 .144338 4.436914 .083333 .171709 1.536364 .144338 3.406929 .072169 .113835 -.822511 -.347915 2.93456 3.748842 4.532936 4.395257 3.24006 2.660256 2.13885 1.66655 .966887 -4.05463 -2.935123 .142908 1.417101 2.109351 2.085833 1.459648 1.158485 .848 .545579 .242943 26.020605 13.648394 4.75 2.117647 12.580125 4.172848 1.810918 2.624747 -2.434897 -2.050053 83.349998 11.710596 41.916664 189.685028 30.999361 7.476562 196.312668 30.977654 7.120959 10 2 5 2 1 727 51 72 15139 3 0 1 0 563.070496 2.963529 5348.461426 7.356894 1.30103 156.280692 26.020605 -0 6.84877 .866797 1.21851 1 0 2 7 2.545696 0 21.611916 9.544172 2.545696 11.946326 .524333 .270509 2.545696 0 0 0 0 0 0 0 0 0 0 3 9 7 1 0 2 1 3 10 2 4 1 0 0 0 0 4 1 5 0 0 0 0 0 10 1 7 0 0 1 0 0 17 4 0 10 0 0 22 18 0 2 0 0 1 0 0 0 3 0 6 4 1 6 0 3 3 1 3 0 1 0 0 0 0 1 1 0 0 0 2.5457 0 0 0 3.8421 0 3.9408 2.9743 3.8421 2.3384 6.2662 0 5.8977 1.8854 .4812 3.1653 0 .2705 0 0 0 0 9.6656 11.9463 0 0 0 1 0 0 0 12.4275 0 0 0 0
706 -2.74 1 22 24 3 6 22 3 1251 298.381 22 24 36 52 68 90 104 126 140 154 140 15.905412 10.507384 9.630256 8.836843 7.154874 5.895987 4.278276 3.376812 2.409258 1.735662 1.084123 13.349131 7.838634 6.403863 5.310426 3.950156 2.773619 1.766029 1.201274 .74425 .452113 .239459 11 1 46 0 3 1.878331 .117851 5.413876 0 .171709 1.170271 .102062 2.831004 0 .080974 -.236724 -.406829 2.266294 3.879735 3.826447 3.667433 2.790839 2.387535 1.753928 1.303523 .800652 -4.755837 -4.388783 -1.835834 -.228556 .236701 .291491 .112497 .103892 .019083 -.024738 -.072325 29.5333 16.84375 6.481482 2.810651 15.195899 5.488134 2.286963 3.790779 -1.960204 -1.905573 56.863636 13.860206 49.583336 190.094772 34.641354 9.151732 163.848328 28.787401 7.232885 11 3 6 4 0 977 52 72 10281 5 2 3 2 722.212097 3.126459 7456.105469 7.631633 1.342423 167.050861 29.5333 -0 6.709898 .84047 1.208429 1 0 3 11 2.657236 0 26.770926 15.403981 2.657236 11.785791 .538652 -.680715 2.657236 1 0 0 0 0 31.317631 0 0 0 0 5 9 7 1 2 2 1 3 9 1 4 2 0 1 0 0 4 1 5 1 0 2 1 0 9 1 6 2 0 1 2 0 16 2 0 10 1 0 22 19 0 3 0 0 1 0 0 0 5 0 5 2 3 3 0 5 1 1 3 2 1 0 0 0 0 1 1 1 0 0 2.6572 0 0 0 6.7973 0 3.4602 1.7908 6.7973 5.6476 2.3559 0 10.3312 .0697 -.6807 3.3683 2.3852 -.6648 0 0 0 0 9.6897 11.7858 5.2955 0 0 0 0 0 1 0 0 0 20.7947 2.6572
707 .97 1 21 22 2 2 17 3 472 284.397 21 22 29 38 46 55 52 54 50 38 28 15.242274 10.189402 8.353213 7.233024 5.709983 4.472738 2.695325 1.859752 1.132648 .526265 .225115 13.043177 7.620107 5.394175 4.230549 3.077675 2.014668 .994334 .60687 .325704 .123189 .038518 6 0 23 0 2 1.098298 0 2.807255 0 .166667 .570729 0 1.494477 0 .055556 -.192755 -.224812 1.342805 2.525917 2.558333 2.369184 1.296276 .932975 .521512 .125376 -.036258 -3.808379 -3.739104 -2.244401 -.892421 -.348011 -.268498 -.521709 -.395555 -.333917 -.308444 -.242092 25.35836 17.355371 8.585018 4.487535 15.743279 7.391625 3.716991 5.541353 -1.076629 -.80703 22.476191 8.57681 43.833332 103.817108 24.252832 7.584104 78.410645 17.673315 5.349138 12 2 6 1 1 950 38 58 3065 4 0 3 0 677.983643 3.228494 7119.277832 7.493977 1.207541 120.725361 25.35836 .086732 7.459556 .972618 1.395495 1 0 2 12 2.549566 0 14.707169 19.867119 2.549566 9.467772 .50055 .325091 2.549566 0 0 0 0 0 0 0 0 0 0 4 11 6 0 3 1 0 4 11 0 3 0 0 0 0 0 6 4 2 0 0 0 0 0 15 0 5 0 0 0 0 0 12 4 0 4 0 0 24 19 0 2 0 0 1 0 0 0 8 0 5 2 3 2 0 8 2 0 4 0 0 0 0 0 0 1 0 1 0 0 2.5496 0 0 0 10.3393 0 2.9894 1.7197 10.3393 6.1521 2.1677 0 16.012 .9393 0 3.8552 0 0 0 0 0 0 9.4678 0 5.2394 0 0 0 0 0 0 0 0 0 0 0
708 -2.2 1 19 22 4 10 19 3 1485 254.371 19 22 34 51 70 92 107 132 154 163 150 13.035168 9.199326 8.742836 8.355238 7.091326 5.886559 4.326529 3.399434 2.57289 1.811616 1.109409 11.692342 7.810896 7.032323 6.347681 5.292994 4.117647 2.854143 2.080123 1.447214 .897891 .492844 10 1 44 1 3 1.589656 .117851 4.742737 .083333 .187001 1.25665 .102062 3.40046 .072169 .117557 -.985648 -.214888 2.439535 4.148131 4.293229 4.033005 3.104257 2.597657 2.050142 1.473228 .89223 -3.090451 -2.108001 .396278 1.922346 2.352647 2.172037 1.572808 1.240847 .900966 .545017 .26693 24.29632 12.719008 4.5 1.771626 11.694798 3.9423 1.504499 2.426547 -1.969443 -1.92027 78.157898 8.29284 36.25 173.238342 29.448147 7.40521 177.752197 28.596973 6.656877 9 2 5 4 0 616 51 68 13255 2 1 1 1 485.445374 2.838862 4446.035645 7.217591 1.278754 142.215192 24.29632 -0 7.760856 .998771 1.390218 0 0 1 7 0 0 12.250355 12.719202 1.187961 12.250355 .55711 .02128 1.187961 0 0 0 0 0 0 0 0 0 0 2 10 6 1 0 1 1 6 7 1 4 2 0 0 0 0 3 1 4 0 0 1 0 0 10 1 5 0 0 0 0 0 22 2 0 8 0 0 22 18 0 1 0 0 0 0 0 0 4 0 7 3 1 6 0 4 3 1 2 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 4.6325 0 4.5413 2.1175 4.6325 2.2537 6.8516 0 9.0047 2.1538 .5507 3.1637 0 .0213 0 0 0 0 0 12.2504 0 0 0 1 0 0 0 12.8011 0 0 0 0
709 -1.65 1 22 25 4 10 22 3 2057 302.413 22 25 39 58 80 108 128 159 192 220 222 15.482761 10.54186 10.068968 9.597565 7.932984 6.742319 5.062093 3.947736 2.984271 2.228441 1.486427 13.45701 8.572929 7.772641 6.906899 5.673249 4.507384 3.145687 2.299294 1.614183 1.061113 .613055 12 1 51 1 3 1.992025 .117851 5.652973 .068041 .171709 1.497933 .117851 3.836967 .068041 .113835 -.659374 -.372354 2.705006 4.640458 4.604557 4.513765 3.574656 2.958459 2.328941 1.796303 1.202956 -4.647959 -3.654488 -.467057 1.367917 1.959793 2.025256 1.492156 1.201912 .889015 .584263 .301271 29.5333 15.5232 5.522683 2.259215 14.677108 5.051413 2.025224 3.370006 -2.395522 -2.33842 93.5 13.696421 45.916664 223.111023 35.946156 8.733432 234.075073 35.807209 8.089075 11 3 6 4 0 965 58 78 19372 4 2 2 1 721.651672 3.124033 7356.177734 7.622982 1.342423 176.678497 29.5333 -0 7.67128 .908059 1.286472 2 0 3 6 4.990157 0 25.984177 10.378139 2.500801 10.439445 .575361 -.545635 2.500801 0 0 0 0 0 0 0 0 0 0 4 9 8 1 1 2 1 3 10 1 5 2 0 0 0 0 4 1 6 0 0 2 0 0 9 1 9 0 0 1 0 0 17 3 0 14 0 0 26 19 0 3 0 0 2 0 0 0 3 0 10 2 2 5 0 3 5 0 3 0 1 0 0 0 0 2 0 1 0 0 4.9902 0 0 0 3.9005 0 7.4312 1.5517 3.9005 3.9157 5.1713 0 6.5144 .5601 0 3.8637 0 -.0927 0 0 0 0 20.6205 0 5.3637 0 0 0 0 0 0 0 0 0 0 0
710 -1.48 1 23 26 4 10 23 3 2265 316.439 23 26 42 61 85 116 136 169 208 241 245 16.405411 10.865156 10.9817 9.985507 8.227331 7.080489 5.248281 4.058295 3.103771 2.340393 1.560907 14.37966 8.938984 8.488587 7.218248 6.024677 4.910473 3.347639 2.429589 1.733117 1.168294 .665304 15 2 58 1 3 2.784471 .321975 6.656848 .058926 .171709 1.965162 .209138 4.323508 .058926 .113835 -.443832 -.549057 3.264185 4.778399 4.722127 4.726935 3.672456 3.006518 2.404247 1.877004 1.255339 -4.473217 -3.819689 -.128466 1.411233 2.120842 2.293126 1.598068 1.263996 .959504 .657037 .329084 31.319733 16.467455 5.5 2.364956 15.617436 5.046508 2.131083 3.426675 -2.872883 -2.85282 98.478264 15.038017 47.83334 250.361679 39.928539 9.650382 255.256058 38.494194 8.573578 11 4 6 4 0 1080 61 84 21540 5 3 3 2 797.778503 3.153275 8374.539063 7.754202 1.361727 187.089045 31.319733 0 8.169188 .958734 1.371826 2 0 3 6 5.024879 0 26.721947 10.372145 2.513301 10.698704 .583361 -.93602 2.513301 0 0 0 0 0 0 0 0 0 0 5 9 7 2 1 1 3 3 9 2 4 3 0 1 0 0 4 1 5 1 1 3 0 0 9 1 7 2 1 2 0 0 17 2 0 11 2 0 28 20 0 3 0 0 2 0 0 0 3 0 10 2 3 5 0 3 4 0 3 0 2 0 0 0 0 2 0 1 0 0 5.0249 0 0 0 3.9085 0 7.2384 1.5614 3.9085 5.7389 5.0927 0 6.5187 .9739 0 3.8534 0 -1.0663 0 0 0 0 21.345 0 5.3769 0 0 0 0 0 0 0 0 0 0 0
711 .6 1 20 21 2 2 16 3 422 268.398 20 21 28 36 44 53 48 48 44 32 24 14.535169 9.651398 8.184111 6.824776 5.399366 4.362438 2.513791 1.648767 .98509 .425348 .190602 12.634929 7.507735 5.531699 4.192098 3.040218 2.06051 1.02178 .613678 .312775 .105015 .036437 6 0 22 0 2 1.182849 0 2.722704 0 .166667 .669355 0 1.540318 0 .055556 -.192754 -.262816 1.527256 2.367669 2.424492 2.383884 1.203131 .78449 .418148 .05571 -.048674 -2.867164 -2.921315 -1.466161 -.489844 -.082118 -.014169 -.351091 -.290515 -.279512 -.280508 -.212632 23.612364 16.371881 7.852041 4.25 14.801743 6.714738 3.500189 4.969491 -1.126158 -.890398 21.1 6.870834 40.333332 97.493927 23.082249 7.236173 71.930878 16.513435 5.035998 11 2 6 2 0 814 36 56 2638 4 0 3 0 592.296875 3.117352 5991.587891 7.360673 1.180618 109.890783 23.612364 .092551 7.622431 1.048084 1.50543 1 0 1 12 2.541438 0 9.45452 20.97855 2.541438 9.45452 .482925 .339803 2.541438 0 0 0 0 0 0 0 0 0 0 4 10 6 0 2 2 0 4 10 0 3 0 0 0 0 0 4 4 2 0 0 0 0 0 13 0 5 0 0 0 0 0 12 4 0 4 0 0 24 19 0 1 0 0 1 0 0 0 8 0 4 3 3 2 0 8 2 0 4 0 0 0 0 0 0 1 0 0 0 0 2.5414 0 0 0 9.8991 0 2.2111 2.2127 9.8991 6.6289 2.2357 0 16.5998 1.0356 0 4.3787 0 0 0 0 0 0 9.4545 0 0 0 0 0 0 0 0 0 0 0 0 0
712 -.68 1 20 21 2 2 10 3 459 274.229 20 21 30 38 46 52 50 43 40 40 32 14.861443 9.396755 8.836958 7.175745 5.71964 3.863 2.577648 1.264799 .695655 .464905 .215764 10.069452 5.528743 4.061152 2.658111 1.668708 1.008618 .480044 .213382 .107405 .057571 .025456 8 0 28 0 2 1.705821 0 3.807122 0 .136083 .52457 0 .929202 0 .048113 .13352 -.517458 2.180103 2.718638 2.744766 1.884447 1.266987 .400522 .128713 .095266 -.023512 -7.346692 -6.167697 -3.772041 -2.571477 -1.810449 -1.29686 -1.040815 -.784698 -.543664 -.364141 -.245399 20.000002 16.371881 6.84 3.814404 14.03811 5.31552 2.811394 3.730993 -1.66222 -.886175 22.950001 24.82214 63.333336 69.326797 17.09605 5.552962 77.461143 17.752138 5.444128 11 2 6 2 0 812 38 60 3037 6 1 0 0 595.317505 3.13325 5968.21582 7.350019 1 148.913273 20.000002 .231378 3.157894 .460526 .671053 4 0 6 14 10.840528 0 61.221161 2.112173 2.760388 11.949599 1.460097 -1.038436 2.760388 0 0 1 0 0 0 0 32.985531 0 0 6 6 8 0 0 6 0 2 8 0 5 0 0 0 0 0 2 2 6 0 0 1 0 0 4 0 7 0 0 4 6 0 2 2 0 8 0 0 10 14 0 6 0 0 4 0 0 0 6 0 0 0 0 0 0 6 0 2 6 0 0 0 0 0 0 4 2 0 0 0 10.8405 0 0 0 9.0862 0 0 0 9.0862 0 0 0 6.3541 0 -2.0769 -2.1651 0 0 0 0 0 0 37.322 23.8992 0 0 0 2 0 0 0 21.8223 0 0 0 0
713 1.19 1 22 23 2 2 11 3 528 302.369 22 23 32 42 50 61 60 60 54 43 36 16.275654 10.472765 9.199605 7.981225 5.927445 4.694189 2.980391 1.947586 1.079831 .505721 .258972 12.821868 7.511889 5.525786 4.2206 3.047251 2.00633 1.012948 .577139 .284745 .104993 .036266 8 0 30 0 2 1.548308 0 4.07793 0 .136083 .686351 0 1.650542 0 .048113 .133518 -.441449 1.835644 3.024117 2.599018 2.465635 1.492953 .958309 .424501 .073583 -.024499 -5.695468 -4.990762 -2.896964 -1.439643 -.746166 -.52825 -.674781 -.54238 -.45463 -.380881 -.281177 22.910641 18.340265 8.203125 4.30839 16.647106 7.02664 3.558912 5.316965 -1.444659 -1.072366 24 17.620941 55.666672 57.290943 13.717224 4.363786 86.941681 19.31427 5.75921 11 2 6 2 0 1035 42 64 3456 6 2 2 0 731.99823 3.168824 7913.10791 7.645514 1.041393 139.472627 22.910641 .224244 5.414608 .708523 1.029223 4 0 4 12 10.572447 0 38.388245 11.162804 2.652924 9.727008 .54179 -.130621 2.652924 0 0 0 0 0 0 0 0 0 0 6 8 8 0 2 4 0 2 10 0 5 0 0 0 0 0 2 2 4 0 0 2 0 0 9 0 7 0 0 0 0 0 8 2 0 8 0 0 22 18 0 4 0 0 4 0 0 0 6 0 4 2 2 2 0 6 2 0 6 0 0 0 0 0 0 4 0 0 0 0 10.5724 0 0 0 8.323 0 2.4773 1.8752 8.323 4.1339 1.7031 0 9.7915 .2786 0 1.3713 0 0 0 0 0 0 38.3882 0 0 0 0 0 0 0 0 0 0 0 0 0
714 .95 1 22 23 2 2 17 3 526 298.424 22 23 32 42 51 61 61 60 54 42 36 16.275654 10.472764 9.209326 7.908468 6.076386 4.63704 3.021021 1.90629 1.066262 .475531 .266552 13.927442 8.064676 6.124321 4.628137 3.430037 2.203858 1.246723 .682328 .333109 .128204 .050237 8 0 30 0 2 1.558029 0 3.944004 0 .138889 .847265 0 1.927109 0 .048611 .133518 -.44145 1.845364 2.95136 2.747959 2.408486 1.533584 .917013 .410932 .043393 -.016919 -3.656602 -3.814586 -1.883473 -.756962 -.181747 -.211425 -.363112 -.38668 -.37378 -.336984 -.254193 26.523001 18.340265 8.203125 4.30839 16.725765 7.080227 3.592467 5.382828 -1.51152 -1.259905 23.90909 11.152284 47.666672 97.411644 22.48362 6.919582 86.598206 19.202927 5.704536 11 2 6 2 0 1030 42 64 3422 6 2 4 2 729.881775 3.159662 7876.36377 7.646955 1.205591 128.149486 26.523001 .101929 7.384614 .966306 1.403687 2 0 2 12 5.125071 0 19.500343 16.91794 2.573382 10.000816 .5048 .308309 2.573382 0 0 0 0 0 0 0 0 0 0 6 8 8 0 2 4 0 2 10 0 5 0 0 0 0 0 3 2 5 0 0 2 0 0 9 2 7 0 0 1 0 0 9 4 0 9 0 0 26 20 0 2 0 0 2 0 0 0 6 0 4 4 4 2 0 6 2 0 6 0 0 0 0 0 0 2 0 0 0 0 5.1251 0 0 0 7.7886 0 2.3088 3.0375 7.7886 8.339 2.0886 0 11.7855 .8208 0 5.1324 0 0 0 0 0 0 19.5003 0 0 0 0 0 0 0 0 0 0 0 0 0
715 -.05 1 22 24 3 4 20 3 1026 296.322 22 24 34 47 64 84 91 101 110 105 94 15.689868 10.63456 9.393652 8.163843 7.069413 5.895115 4.104506 2.89547 2.053714 1.21767 .694489 12.420517 7.068413 5.00559 3.731117 2.670536 1.826064 .997448 .60032 .333536 .172233 .075629 8 0 32 0 3 1.445112 0 3.527526 0 .196736 .54956 0 1.261935 0 .064592 -.452268 -.279654 2.029691 3.206736 3.740985 3.666562 2.617069 1.906194 1.398384 .785532 .411018 -6.096823 -5.434238 -3.417162 -1.929125 -1.122882 -.708516 -.690281 -.519199 -.405838 -.313641 -.241814 28.329182 16.84375 7.266436 3.440471 14.658285 5.848104 2.628546 3.896508 -1.730132 -.963082 46.636364 15.199187 52.833328 144.516022 27.775333 7.640689 139.647675 26.021471 6.926729 12 2 6 1 1 1012 47 68 8330 4 0 2 0 735.987976 3.186095 7723.166016 7.631587 1.28769 174.901599 28.329182 .040772 5.837536 .70356 1.001065 1 0 4 15 2.64611 0 32.47858 16.071346 2.64611 12.399562 .622008 -.40267 2.64611 0 0 0 0 0 0 0 0 0 0 4 10 8 0 2 2 0 3 12 0 5 0 0 0 0 0 6 4 7 0 0 0 0 0 10 2 9 0 0 0 3 0 13 4 0 12 0 0 16 18 0 4 0 0 1 0 0 0 7 0 2 1 2 1 0 7 0 0 6 2 0 0 0 0 0 1 1 1 1 0 2.6461 0 0 0 10.0833 0 1.3694 .8454 10.0833 3.5947 .6887 0 12.1566 0 0 2.6741 1.2406 0 0 0 0 0 9.5528 12.3996 5.1459 5.3803 0 0 0 0 0 0 0 0 0 0
716 -.02 1 20 21 2 3 19 3 543 272.343 20 21 31 40 47 56 56 65 70 67 42 14.913848 9.357409 9.002324 7.368342 5.420673 4.129996 2.575386 1.943661 1.370095 .921757 .36455 12.051233 6.820111 5.778565 4.080858 2.780084 1.551414 .857604 .572476 .333849 .174938 .058329 10 1 35 0 2 2.105885 .166667 5.060846 0 .136083 1.312483 .144338 2.422579 0 .048113 .185926 -.556804 2.345469 2.911235 2.445799 2.151442 1.264725 1.079384 .803154 .552119 .125274 -4.547667 -4.337069 -1.700621 -.917719 -.549378 -.657868 -.602061 -.387161 -.29345 -.232379 -.204055 25.418545 16.371881 6.405827 3.4425 14.693974 5.348087 2.767445 3.929232 -1.577669 -1.759413 27.15 14.709199 49.416668 92.181671 20.965498 6.433357 87.773476 18.963949 5.540982 10 3 5 2 1 788 40 62 3597 6 4 3 4 584.168396 3.074571 5796.316406 7.355731 1.270927 129.120829 25.418545 .023138 5.20064 .766553 1.120304 2 0 3 11 5.227245 0 30.369835 13.582573 2.647847 11.469899 .531444 -.806204 2.647847 1 0 0 0 0 30.370541 0 0 0 0 6 7 6 1 1 3 2 2 9 0 2 2 0 2 0 0 4 2 3 0 0 4 2 0 10 1 6 0 0 2 2 0 7 5 0 4 0 0 20 17 0 3 0 0 2 0 0 0 6 0 4 1 3 1 0 6 1 1 2 2 1 0 0 0 0 2 1 0 0 0 5.2272 0 0 0 8.0704 0 2.5596 .94 8.0704 5.547 .7668 0 11.1307 -.0433 -.7823 1.265 1.9691 -.8062 0 0 0 0 18.8999 11.4699 0 0 0 0 0 0 1 0 0 0 20.1083 2.6478
